product_id,coded_cat1,coded_cat2,coded_cat3,coded_brand,coded_name
167899,1327,3949,3991,678,4210
167901,1327,3949,3991,678,4842
167911,1327,3949,3991,912,4185
167913,1327,3949,3991,912,4198
161125,1327,3949,5514,493,4069
161127,1327,3949,5514,493,4201
161128,1327,3949,5514,493,4195
161130,1327,3949,5514,493,4227
161131,1327,3949,5514,493,4101
155005,1327,3949,3991,540,3847
195697,1327,3949,1395,678,3318
195699,1327,3949,1395,678,3550
195700,1327,3949,1395,678,3423
186555,1327,3949,1596,795,3226
155070,1327,3949,3991,805,3717
189021,1327,3949,5514,678,3930
202413,1327,3949,5514,678,4056
208308,1327,3949,5514,678,3831
198400,1327,3949,1596,493,3276
199015,1327,3949,1596,597,2797
208309,1327,3949,1395,678,3390
199558,1327,3949,1596,220,2280
210424,1327,3949,1596,493,2791
215247,1327,3949,3991,912,4161
213232,1327,3949,1596,805,3423
229231,1327,3949,1596,1041,3294
226561,1327,3949,3991,570,3855
220029,1327,3949,5514,678,3949
231226,1327,3949,1395,493,3309
236451,1327,3949,1596,493,3430
236452,1327,3949,1596,493,3432
245598,1327,3949,1596,493,3319
236980,1327,3949,3991,678,4384
236986,1327,3949,3991,678,4249
232329,1327,3949,5514,418,4446
232330,1327,3949,5514,418,4447
247215,1327,3949,1230,493,3117
247251,1327,3949,3991,678,4356
247252,1327,3949,3991,678,4302
247254,1327,3949,3991,678,4239
243477,1327,3949,1596,805,3646
243480,1327,3949,5514,805,4410
247255,1327,3949,1230,678,3142
274671,1327,3949,1395,678,3142
193288,2425,1258,2343,640,4168
193293,2425,1258,2343,640,4173
193299,2425,1258,2343,640,4176
189130,2425,1258,2317,562,4339
193948,2425,1258,2343,577,4902
193257,2425,1258,2343,640,4261
201507,2425,1258,2343,640,4579
201513,2425,1258,2343,640,4605
201516,2425,1258,2343,640,4611
201526,2425,1258,2343,640,4615
201882,2425,1258,2343,924,5173
201906,2425,1258,2343,924,5143
201916,2425,1258,2343,924,5178
206589,2425,1258,2317,754,4912
206608,2425,1258,2317,754,4870
206707,2425,1258,2317,640,4615
206775,2425,1258,2317,640,4641
196923,2425,1258,2317,577,4878
196927,2425,1258,2317,577,4887
196947,2425,1258,2317,562,4884
196948,2425,1258,2317,562,4875
196951,2425,1258,2317,562,4872
192513,2425,1258,2343,562,4777
192514,2425,1258,2343,562,4777
192516,2425,1258,2343,562,4779
192519,2425,1258,2343,562,4780
192522,2425,1258,2343,562,4788
192525,2425,1258,2343,562,4782
201495,2425,1258,2343,562,4887
201496,2425,1258,2343,562,4860
200250,2425,1258,2343,562,4707
200251,2425,1258,2343,562,4699
200253,2425,1258,2343,562,4725
196729,2425,1258,2317,1276,5494
206698,2425,1258,2845,640,5145
204214,2425,1258,2343,562,4665
211299,2425,1258,2343,562,4893
211302,2425,1258,2343,562,4885
211314,2425,1258,2343,562,4894
211323,2425,1258,2343,562,4800
211344,2425,1258,2343,577,4882
211354,2425,1258,2343,754,4981
211360,2425,1258,2343,754,4990
211366,2425,1258,2343,754,4990
211371,2425,1258,2343,754,4989
211372,2425,1258,2343,754,4996
211387,2425,1258,2343,754,4996
211392,2425,1258,2343,754,4996
211395,2425,1258,2343,754,5010
211402,2425,1258,2343,754,5002
211416,2425,1258,2343,754,4990
211422,2425,1258,2343,754,4968
211767,2425,1258,2343,877,5322
211809,2425,1258,2343,877,5352
211815,2425,1258,2343,877,5362
211434,2425,1258,2343,754,4830
211437,2425,1258,2343,754,4834
211443,2425,1258,2343,754,4830
211470,2425,1258,2343,754,4888
211473,2425,1258,2343,754,4894
211474,2425,1258,2343,754,4885
211480,2425,1258,2343,754,4884
211534,2425,1258,2343,640,4812
211546,2425,1258,2343,640,4804
211549,2425,1258,2343,924,5172
207321,2425,1258,2317,1512,5386
211860,2425,1258,2343,877,5287
206382,2425,1258,2317,562,4815
206431,2425,1258,2317,562,4887
213576,2425,1258,2845,562,5382
213577,2425,1258,2845,562,5394
213585,2425,1258,2845,562,5385
244273,2425,1258,2317,640,4066
244105,2425,1258,2317,924,4570
244110,2425,1258,2317,924,4551
273391,2425,1258,2343,1276,4807
273589,2425,1258,2845,924,4639
188886,2425,1771,1404,795,3186
192403,2425,1771,1404,795,2770
192411,2425,1771,1404,795,2920
192421,2425,1771,2323,795,4045
192619,2425,1771,2323,340,3528
193425,2425,1771,1404,493,3333
195507,2425,1771,1404,493,2907
153451,2425,1771,1566,1026,3226
182656,2425,1771,2847,640,4099
183199,2425,1771,2847,640,4182
194982,2425,1771,2847,640,4689
204213,2425,1771,2847,640,4554
211135,2425,1771,2847,640,4668
185010,2425,1771,2847,805,3994
210970,2425,1771,1605,678,3288
203530,2425,1771,1404,493,2994
212299,2425,1771,1627,769,3376
212301,2425,1771,1627,769,3445
212302,2425,1771,1627,769,3450
213859,2425,1771,1627,691,4207
218293,2425,1771,1627,691,3726
218296,2425,1771,1627,691,3670
214848,2425,1771,2847,640,3988
231105,2425,1771,1404,432,2859
231106,2425,1771,1404,432,2871
231108,2425,1771,1404,432,2454
229093,2425,1771,1627,877,4906
229095,2425,1771,1627,877,4924
217317,2425,1771,1627,691,4501
229101,2425,1771,1627,691,4165
229105,2425,1771,1627,691,4281
215838,2425,1771,1566,1026,3226
233743,2425,1771,1404,432,2454
234460,2425,1771,1627,769,3538
265567,2425,1771,1627,877,4573
265570,2425,1771,1627,877,4656
265551,2425,1771,1627,691,4257
258364,2425,1771,2847,640,4032
276172,2425,1771,1404,445,2874
196995,936,3436,901,588,3048
197019,936,3436,901,588,3259
197020,936,3436,901,588,3711
197022,936,3436,901,588,3720
197023,936,3436,901,588,3402
196986,936,3436,606,588,3550
196987,936,3436,606,588,3232
195505,936,3436,606,588,3252
195532,936,3436,606,588,2883
197593,936,3436,606,981,3406
197596,936,3436,606,981,3400
202500,936,3436,606,588,2607
202488,936,3436,901,588,3246
202489,936,3436,901,588,3322
202492,936,3436,901,588,3321
202494,936,3436,901,588,3297
202498,936,3436,901,588,2719
202507,936,3436,901,588,3784
202509,936,3436,901,588,3393
216625,936,3436,901,964,3595
220773,936,3436,901,964,2749
220774,936,3436,901,964,3168
220776,936,3436,901,964,3099
220777,936,3436,901,964,2767
220779,936,3436,901,964,3304
220782,936,3436,901,964,3081
209950,936,3436,606,981,2319
226849,936,3436,2514,1083,5055
226851,936,3436,2514,1083,4845
226854,936,3436,2514,1083,4942
226848,936,3436,606,1083,3277
235921,936,3436,2514,1045,4323
235923,936,3436,2514,1045,4347
226404,936,3436,606,1669,3163
225999,936,3436,1756,1669,4153
226000,936,3436,1756,1669,4369
222315,936,3436,901,964,3166
222316,936,3436,901,964,2772
223777,936,3436,901,964,3090
227188,936,3436,901,964,3384
227190,936,3436,901,964,3900
227191,936,3436,901,964,3903
227193,936,3436,901,964,3336
227194,936,3436,901,964,3648
222324,936,3436,901,964,2881
247137,936,3436,606,588,2638
247138,936,3436,606,588,2424
247140,936,3436,606,588,2427
247141,936,3436,606,588,2745
247143,936,3436,606,588,2538
247144,936,3436,606,588,2431
247146,936,3436,606,588,2424
247149,936,3436,606,588,2451
247152,936,3436,606,588,2463
243064,936,3436,2611,981,4033
243066,936,3436,2611,981,4035
245169,936,3436,606,981,2752
245172,936,3436,606,981,2767
245175,936,3436,606,981,2769
245179,936,3436,606,981,2772
243060,936,3436,606,981,2682
243540,936,3436,1756,585,2866
243541,936,3436,1756,585,2883
243538,936,3436,1756,585,2874
247161,936,3436,606,588,2457
247164,936,3436,606,588,2446
247165,936,3436,606,588,2449
247168,936,3436,606,588,2547
247170,936,3436,606,588,2455
226783,936,3436,901,588,3253
226806,936,3436,901,588,3157
226807,936,3436,901,588,3226
226809,936,3436,901,588,3850
241912,936,3436,901,588,3204
241914,936,3436,901,588,3370
241828,936,3436,2514,1083,4848
241830,936,3436,2514,1083,4747
241831,936,3436,2514,1083,4984
241833,936,3436,2514,1083,4731
242025,936,3436,2514,1083,4615
230524,936,3436,606,829,2146
247107,936,3436,606,1669,4167
226939,936,3436,901,1015,3433
226941,936,3436,901,1015,3813
226942,936,3436,901,1015,3487
226944,936,3436,901,1015,3592
222475,936,3436,901,1015,3160
226852,936,3436,2514,1083,4939
257479,936,3436,606,813,3090
243120,936,3436,2514,1669,4923
243121,936,3436,2514,1669,4789
247791,936,3436,606,529,2013
247792,936,3436,606,529,1989
247801,936,3436,606,529,2164
247171,936,3436,606,588,2446
247174,936,3436,606,588,2457
247176,936,3436,606,588,2448
247179,936,3436,606,588,2554
247182,936,3436,606,588,2455
247183,936,3436,606,588,2457
247185,936,3436,606,588,2460
246990,936,3436,1756,585,2832
246991,936,3436,1756,585,2931
245190,936,3436,2611,981,4903
240160,936,3436,1756,1669,3814
240162,936,3436,1756,1669,3607
241773,936,3436,901,964,2604
241774,936,3436,901,964,2598
240972,936,3436,901,814,3286
240973,936,3436,901,814,3291
240975,936,3436,901,814,3370
240976,936,3436,901,814,3282
240978,936,3436,901,814,3621
240979,936,3436,901,814,3724
240981,936,3436,901,814,3295
240982,936,3436,901,814,3724
240984,936,3436,901,814,3282
247689,936,3436,2514,711,4935
155835,1327,3037,1344,493,2710
157453,1327,3037,1344,220,2155
157455,1327,3037,1344,220,2271
157605,1327,3037,1344,493,3348
186225,1327,3037,2145,493,3270
259947,2664,1798,3391,753,4785
159193,2514,1066,2710,783,4257
159877,2514,1066,2710,783,3958
159879,2514,1066,2710,783,3967
158760,2514,1066,2710,754,4260
158761,2514,1066,2710,754,4263
158764,2514,1066,2710,754,4306
158766,2514,1066,2710,754,4194
158767,2514,1066,2710,754,4197
158770,2514,1066,2710,754,4261
163072,2514,1066,2710,754,4153
163084,2514,1066,2710,754,4158
159493,2514,1066,2710,783,4471
164467,2514,1066,2710,783,4671
167619,2514,1066,2710,783,4257
167620,2514,1066,2710,783,4254
167622,2514,1066,2710,783,4062
167623,2514,1066,2710,783,4071
167725,2514,1066,2710,783,4522
158296,2514,1066,2710,754,4528
182527,2514,1066,2710,783,4399
191746,2514,1066,2710,550,4374
191956,2514,1066,2710,550,4390
191967,2514,1066,2710,550,4369
197565,2514,1066,2431,550,4306
197566,2514,1066,2431,550,4297
213535,2514,1066,2710,679,4677
213537,2514,1066,2710,679,4707
213538,2514,1066,2710,679,4992
213540,2514,1066,2710,679,4996
213541,2514,1066,2710,679,5058
213543,2514,1066,2710,679,5088
213544,2514,1066,2710,679,5139
216831,2514,1066,2710,754,4141
215529,2514,1066,2710,783,4666
215530,2514,1066,2710,783,4671
215533,2514,1066,2710,783,4789
215535,2514,1066,2710,783,4794
231267,2514,1066,2710,550,4654
225795,2514,1066,2431,679,4308
225796,2514,1066,2431,679,4303
225798,2514,1066,2431,679,4437
258322,2514,1066,2710,379,3832
258324,2514,1066,2710,379,3769
258325,2514,1066,2710,379,3829
258327,2514,1066,2710,379,3766
258328,2514,1066,2710,379,3753
258330,2514,1066,2710,379,3834
258331,2514,1066,2710,379,3771
258333,2514,1066,2710,379,3757
203674,2664,2064,1041,828,4551
210591,2664,2064,1587,976,4606
210592,2664,2064,1587,976,4732
229779,2664,2064,1041,670,3727
240100,2664,2064,1041,696,2578
240102,2664,2064,1041,696,2580
240103,2664,2064,1041,696,2581
240105,2664,2064,1041,696,2584
240108,2664,2064,1041,696,2574
240109,2664,2064,1041,696,2593
240112,2664,2064,1041,696,2575
240114,2664,2064,1041,696,2595
240115,2664,2064,1041,696,2580
240117,2664,2064,1041,696,2587
240118,2664,2064,1041,696,2586
240120,2664,2064,1041,696,2596
240121,2664,2064,1041,696,2574
239503,2664,2064,1041,442,2269
239505,2664,2064,1041,442,2257
239506,2664,2064,1041,442,2272
239511,2664,2064,1041,442,2262
239514,2664,2064,1041,442,2260
239599,2664,2064,1041,631,2547
